text,label,text_clean
restfrei uebertragen antrag link  hallo unklar,Leave,restfrei uebertragen antrag link hallo unklar
pause richtig buchen  unklar bestaetigung bitte,Time,pause richtig buchen unklar bestaetigung bitte
regelung vorgang pruefen danke,Admin,regelung vorgang pruefen danke
vorteil stehen mir zu antrag zugang vielen dank dringend,Payroll,vorteil stehen mir zu antrag zugang vielen dank dringend
aendern problem zugang vielen dank info bennoetigt,Admin,aendern problem zugang vielen dank info bennoetigt
fehler pruefen formular hallo zeitnah,Time,fehler pruefen formular hallo zeitnah
abgelehnt bestaetiigung vorgang vielen dank,Leave,abgelehnt bestaetiigung vorgang vielen dank
fuer gehalt aendern formular bestaetigung guten tag info benoetigt,Leave,fuer gehalt aendern formular bestaetigung guten tag info benoetigt
aendern system bitte dringend,Payroll,aendern system bitte dringend
kernarbeitszeiten hinweis problem vielen dank optional,Leave,kernarbeitszeiten hinweis problem vielen dank optional
benefit sttehen mir zu ticket link bitte zeitnah,Benefits,benefit sttehen mir zu ticket link bitte zeitnah
fehler bestaetigung system unklar,Time,fehler bestaetigung system unklar
ueberstunden abbuchen hinweis system  danke,Time,ueberstunden abbuchen hinweis system danke
homeoffice stunden erfassen hinweis info benoetigt,Time,homeoffice stunden erfassen hinweis info benoetigt
fehlt september hinweis antrag guten tag info benoetigt,Payroll,fehlt september hinweis antrag guten tag info benoetigt
jobrad problem zugang  bitte dringend,Benefits,jobrad problem zugang bitte dringend
abrechnung fehlt januar problem problem info benoetigt,Payroll,abrechnung fehlt januar problem problem info benoetigt
richtig buchen link unklar dringend,Benefits,richtig buchen link unklar dringend
fitnesss hinweis antrag vielen dank dringend,Benefits,fitnesss hinweis antrag vielen dank dringend
fuer bank unklar link guten tag,Admin,fuer bank unklar link guten tag
zuschuss fitness konto system bitte info benoetigt,Benefits,zuschuss fitness konto system bitte info benoetigt
lohn stimmt nicht formular antrag guten tag optional,Benefits,lohn stimmt nicht formular antrag guten tag optional
frei tage abfragen systtem info danke optional,Payroll,frei tage abfragen systtem info danke optional
fuer bank problem antrag bitte dringend,Admin,fuer bank problem antrag bitte dringend
dokument kopie konto zugang info benoetigt,Admin,dokument kopie konto zugang info benoetigt
welche leistung stehen mir zu aantrag pruefen,Benefits,welche leistung stehen mir zu aantrag pruefen
frei tage abfragen ticket zugang guten tag,Benefits,frei tage abfragen ticket zugang guten tag
nachtragen vorrgang ticket vielen dank unklar,Leave,nachtragen vorrgang ticket vielen dank unklar
zulagen fehlen unklar guten tag zeitnah,Payroll,zulagen fehlen unklar guten tag zeitnah
fehlt februarr hilfe formular bitte optional,Leave,fehlt februarr hilfe formular bitte optional
bank fuer lohn aendern info bitte optional,Leave,bank fuer lohn aendern info bitte optional
kopie link unklar guten tag optional,Admin,kopie link unklar guten tag optional
richtigg buchen formular vielen dank optional,Time,richtigg buchen formular vielen dank optional
unterlagen kopie antragg system vielen dank,Payroll,unterlagen kopie antragg system vielen dank
uebertragen zugang ticket hallo dringgend,Leave,uebertragen zugang ticket hallo dringgend
restfrei uebertragen vorgang  info guten tag dringend,Leave,restfrei uebertragen vorgang info guten tag dringend
steuerklassee aendern system vielen dank zeitnah,Payroll,steuerklassee aendern system vielen dank zeitnah
adresse aendern pruefen hilfe danke info benoetigt,Admin,adresse aendern pruefen hilfe danke info benoetigt
fitnness problem hinweis danke,Admin,fitnness problem hinweis danke
fitness vorgang unklar danke optioonal,Benefits,fitness vorgang unklar danke optioonal
fehllen antrag info bitte dringend,Payroll,fehllen antrag info bitte dringend
frei abgelehnt konto vorgang hallo dringend,Leave,frei abgelehnt konto vorgang hallo dringend
adresse aendern system bestaetigungg bitte,Admin,adresse aendern system bestaetigungg bitte
erfassung erfassen konto antrag daanke dringend,Time,erfassung erfassen konto antrag daanke dringend
lohn fehlt juni zugang bitte,Admin,lohn fehlt juni zugang bitte
altersvorsorge erklaeren pruefen antrag info benoetigt,Payroll,altersvorsorge erklaeren pruefen antrag info benoetigt
beeantragen antrag guten tag,Payroll,beeantragen antrag guten tag
fehler antrrag vielen dank info benoetigt,Admin,fehler antrrag vielen dank info benoetigt
beantragen pruefen vielen dank optional,Benefits,beantragen pruefen vielen dank optional
regelung vorgang ticket bitte,Time,regelung vorgang ticket bitte
bank fuer lohn aendern problem vorgang hallo optional,Payroll,bank fuer lohn aendern problem vorgang hallo optional
welche benefit stehen mir zu ticket pruefen bitte unklar,Leave,welche benefit stehen mir zu ticket pruefen bitte unklar
vertrag verlaengern bestaetigung ticket danke optional,Admin,vertrag verlaengern bestaetigung ticket danke optional
freei beantragen pruefen guten tag unklar,Leave,freei beantragen pruefen guten tag unklar
resturlaub uebertragen ticket system bitte zeitnah,Leave,resturlaub uebertragen ticket system bitte zeitnah
abbuchen hilfe bitte info benoetigt,Time,abbuchen hilfe bitte info benoetigt
abbuchen system formular guten tag,Benefits,abbuchen system formular guten tag
benefit beantragen info guten tag info benoetigt,Benefits,benefit beantragen info guten tag info benoetigt
steuerklasse aendern ticket hallo optional,Benefits,steuerklasse aendern ticket hallo optional
erklaeren vorgang formular guten tag info benoetigt,Benefits,erklaeren vorgang formular guten tag info benoetigt
aendern unklar  info vielen dank zeitnah,Admin,aendern unklar info vielen dank zeitnah
pause riichtig buchen hilfe unklar hallo,Time,pause riichtig buchen hilfe unklar hallo
stunden erfassen vorgang pruefen guten taag unklar,Time,stunden erfassen vorgang pruefen guten taag unklar
abgelehnt konto antrag guten  tag,Leave,abgelehnt konto antrag guten tag
adresse aenderrn system vorgang bitte unklar,Admin,adresse aenderrn system vorgang bitte unklar
aendern system zugang,Time,aendern system zugang
verlaengern pruefen info vielen dank zeitnah,Admin,verlaengern pruefen info vielen dank zeitnah
altersvorsorge erklaeren problem problem bitte zeitnah,Payroll,altersvorsorge erklaeren problem problem bitte zeitnah
jobrad hinweiss vorgang guten tag unklar,Benefits,jobrad hinweiss vorgang guten tag unklar
fehler pruefen hilfe hallo dringend,Time,fehler pruefen hilfe hallo dringend
uebertragen pruefen formular guten tag,Benefits,uebertragen pruefen formular guten tag
stimmt nicht system prueefen info benoetigt,Payroll,stimmt nicht system prueefen info benoetigt
zuschuss fitness unklar antrag bitte opptional,Benefits,zuschuss fitness unklar antrag bitte opptional
beantragen konto,Benefits,beantragen konto
vertrag kopie bestaetigung link danke zeitnah,Admin,vertrag kopie bestaetigung link danke zeitnah
aendern hilfe problem vielen dank dringend,Payroll,aendern hilfe problem vielen dank dringend
bescheinigung  fuer bank formular ticket bitte unklar,Admin,bescheinigung fuer bank formular ticket bitte unklar
stimmt nicht hilfe bestaetigung guten tag unklar,Admin,stimmt nicht hilfe bestaetigung guten tag unklar
fehlen vorgang pruefen hallo unklar,Payroll,fehlen vorgang pruefen hallo unklar
unterlagen kopie formular problem guten tag dringend,Leave,unterlagen kopie formular problem guten tag dringend
bescheinigung fuer bank zuggang vorgang hallo zeitnah,Admin,bescheinigung fuer bank zuggang vorgang hallo zeitnah
bescheinigung fuer bbank problem problem hallo zeitnah,Admin,bescheinigung fuer bbank problem problem hallo zeitnah
bescheinigung fuer bank pruefen link danke innfo benoetigt,Admin,bescheinigung fuer bank pruefen link danke innfo benoetigt
benefit beantragen probleem vorgang unklar,Leave,benefit beantragen probleem vorgang unklar
fuer abrechnung aendern formular konto unklar,Payroll,fuer abrechnung aendern formular konto unklar
aendern zugang antrag vielen dank unklar,Leave,aendern zugang antrag vielen dank unklar
richtig buchen problem link danke dringend,Time,richtig buchen problem link danke dringend
frei abgelehnt antrag system optional,Leave,frei abgelehnt antrag system optional
urlaub abgelehnt konto hinweis bitte info benoetigt,Time,urlaub abgelehnt konto hinweis bitte info benoetigt
bescheinigung fuer bank antraag konto vielen dank zeitnah,Admin,bescheinigung fuer bank antraag konto vielen dank zeitnah
urlaub nachtragen konto konto hallo dringend,Admin,urlaub nachtragen konto konto hallo dringend
verlaengern info formular danke unklar,Payroll,verlaengern info formular danke unklar
geehalt stimmt nicht hinweis guten tag zeitnah,Payroll,geehalt stimmt nicht hinweis guten tag zeitnah
jobrad problem konto vielen dank unklar,Benefits,jobrad problem konto vielen dank unklar
abrechnung fehlt dezember pruefen formular bitte zeitnah,Leave,abrechnung fehlt dezember pruefen formular bitte zeitnah
kopie info formular zeitnah,Benefits,kopie info formular zeitnah
fehhler info danke unklar,Leave,fehhler info danke unklar
pause richtig buchen unklar prroblem vielen dank dringend,Leave,pause richtig buchen unklar prroblem vielen dank dringend
uebertragen bestaetigung konto guten tag zeitnah,Leave,uebertragen bestaetigung konto guten tag zeitnah
uebertragen pruefen zugang dannke unklar,Leave,uebertragen pruefen zugang dannke unklar
bank ffuer abrechnung aendern hinweis system bitte zeitnah,Time,bank ffuer abrechnung aendern hinweis system bitte zeitnah
aendern zugang link bitte optional,Time,aendern zugang link bitte optional
jobrad unklar zugang vielen dank optional,Benefits,jobrad unklar zugang vielen dank optional
abgelehnt zugang unklar,Payroll,abgelehnt zugang unklar
fitness antrag vorgang optional,Benefits,fitness antrag vorgang optional
stimmt nicht vorgang tiicket hallo,Benefits,stimmt nicht vorgang tiicket hallo
prrobezeit regelung bestaetigung formular danke zeitnah,Admin,prrobezeit regelung bestaetigung formular danke zeitnah
jobrad ticket ticket hallo unklar,Benefits,jobrad ticket ticket hallo unklar
uebertragen bestaetigung hallo zeitnah,Leave,uebertragen bestaetigung hallo zeitnah
abwesenheit  tage abfragen unklar problem danke,Admin,abwesenheit tage abfragen unklar problem danke
fuer lohn aendern info konto bitte opptional,Leave,fuer lohn aendern info konto bitte opptional
bank fuer abrechnung aendern link system danke dringend,Payroll,bank fuer abrechnung aendern link system danke dringend
fuer abrechnung aendern ticket ticket hallo zeitnah,Benefits,fuer abrechnung aendern ticket ticket hallo zeitnah
beantragen hilfe info optional,Payroll,beantragen hilfe info optional
probezeit regelung ticket pruefen danke zeitnah,Admin,probezeit regelung ticket pruefen danke zeitnah
gehalt fehlt april pruefenn vielen dank,Payroll,gehalt fehlt april pruefenn vielen dank
homeoffice stuunden erfassen system formular guten tag unklar,Time,homeoffice stuunden erfassen system formular guten tag unklar
altersvorsorge erklaeren zugang hilfe guten tag info benoetigt,Benefits,altersvorsorge erklaeren zugang hilfe guten tag info benoetigt
ueberstunden abbuchen ticket bestaetigung bitte info benoetigt,Time,ueberstunden abbuchen ticket bestaetigung bitte info benoetigt
zuschuss fitness hilfe system guten tag unklar,Benefits,zuschuss fitness hilfe system guten tag unklar
fuer bank bestaetigung unklar,Leave,fuer bank bestaetigung unklar
ueberstunden abbuchen vorgang unklar dringend,Time,ueberstunden abbuchen vorgang unklar dringend
beantragen pruefen voorgang,Leave,beantragen pruefen voorgang
erfassung fehler pruefen hilfe zeitnah,Time,erfassung fehler pruefen hilfe zeitnah
kopie pruefen system bitte optional,Admin,kopie pruefen system bitte optional
frei abgelehnt link hilfe guten tag optiional,Payroll,frei abgelehnt link hilfe guten tag optiional
beantragen info zugang danke info benoetigt,Admin,beantragen info zugang danke info benoetigt
lohn fehlt mai konto hilfe bitte unklar,Leave,lohn fehlt mai konto hilfe bitte unklar
nachtragen  hilfe bestaetigung info benoetigt,Admin,nachtragen hilfe bestaetigung info benoetigt
steuerklasse aendern unklar hinweis optional,Payroll,steuerklasse aendern unklar hinweis optional
verlaengern unklar antrrag danke info benoetigt,Admin,verlaengern unklar antrrag danke info benoetigt
regelung system problem hallo optional,Admin,regelung system problem hallo optional
pause richtig buchen  unklar antrag guten tag dringend,Time,pause richtig buchen unklar antrag guten tag dringend
aendern pruefen antrag danke unklar,Admin,aendern pruefen antrag danke unklar
aendern konto zugang bitte unklar,Leave,aendern konto zugang bitte unklar
aenddern konto,Payroll,aenddern konto
fitness info hinweis bitte info benoetigt,Benefits,fitness info hinweis bitte info benoetigt
fehler ticket system optional,Time,fehler ticket system optional
beantragen problem pruefen hallo optional,Admin,beantragen problem pruefen hallo optional
tage abfrageen problem danke unklar,Leave,tage abfrageen problem danke unklar
fehlen vorgang formular guten tag dringend,Admin,fehlen vorgang formular guten tag dringend
gehalt stimmt nicht bbestaetigung info guten tag,Leave,gehalt stimmt nicht bbestaetigung info guten tag
aendern system hhinweis bitte optional,Payroll,aendern system hhinweis bitte optional
beantragen unklar zugang zeitnah,Leave,beantragen unklar zugang zeitnah
jobrad hinweis ticket guten tag unklar,Benefits,jobrad hinweis ticket guten tag unklar
aendern antrag zugang guten tag dringend,Admin,aendern antrag zugang guten tag dringend
aendern vorgang system guten tag dringend,Payroll,aendern vorgang system guten tag dringend
probezeit regelung unklar danke unklar,Admin,probezeit regelung unklar danke unklar
frei tage abfragen link system danke,Leave,frei tage abfragen link system danke
fuer bank formular zugang danke info benoetigt,Leave,fuer bank formular zugang danke info benoetigt
homeoffice stunden erfassen hilfe hinweis hallo info benoetigt,Time,homeoffice stunden erfassen hilfe hinweis hallo info benoetigt
resturlaub uebertragen zugang info benoetigt,Leave,resturlaub uebertragen zugang info benoetigt
aendern konto zugang info benoetigt,Time,aendern konto zugang info benoetigt
nachtragen konto vielen dannk unklar,Benefits,nachtragen konto vielen dannk unklar
abwesenheit nachtragen unklar vielen dank unkklar,Leave,abwesenheit nachtragen unklar vielen dank unkklar
richtig buchen unklar danke info benoetigt,Time,richtig buchen unklar danke info benoetigt
lohn stimmt nicht antrag ticket danke dringend,Payroll,lohn stimmt nicht antrag ticket danke dringend
